Id,Company,Symbol,Stock.Exchange,Ticker,country,Currency,zip_code,Industry,NUTS3,Quarter,Changes.in.Working.Capital,Gross.Profit,Total.Operating.Expense,Total.Revenue,Working.capital,ROA,EBIDTA,debt.to.EBITDA,Debt.Equity.Ratio,Debt.Ratio,EBITDA.Margin,Return.on.Equity,Working_capital_trend,Profit.Trend,Revenue_trend,Employment..number.of.persons.employed.,Volume.index.of.production,Trade_Volume,Stock_close,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,GDP..in.Million.Euro.,Average.Age,Deaths...total,Persons.per.square.kilometre,Population.on.1.January...total,Current.Ratio,Quick.Ratio,Operating.Cashflow,Net.Profit.Margin,Debtors.days.sales,equity_skewness,equity_kurtosis,Death_rate,GDP_per_Capita,stock_trade_amount,Target
159,Aalberts NV,AALB,AS,AALB.AS,Netherlands,EUR,3521AZ,Misc. Fabricated Products,NL310,2018-Q4,-8.391132392,501.4141699,707.5543663,805.3139927,165.2994402,0.046943398,137.8375524,2.723286505,0.387321385,0.475332762,0.171160012,0.075684185,0,0,0,104.5,102,7365118.667,28.31738854,0,0,0,0,8940.2075,41.67983532,2467.25,926.1,323871,1.352963288,0.584012029,321.8,0.112357913,0.259399592,-0.001773058,-1.217298132,0.007618002,27604.2236,208560926.9,0
160,Aalberts NV,AALB,AS,AALB.AS,Netherlands,EUR,3521AZ,Misc. Fabricated Products,NL310,2019-Q1,-100.8109472,532.9249258,744.2875753,842.4579563,122.7569858,0.039901888,147.8130244,3.783644303,0.563831046,0.511374476,0.175454482,0.069569333,-0.257365992,0.062843768,0.046123579,105.9,99.3,6925436.333,28.76147588,0,0,0,0,16186.27324,41.8708299,601.5,934.1697092,326728,1.208949261,0.55523372,29.1,0.109772237,0.313853869,-0.001773058,-1.217298132,0.001840981,49540.51456,199185770.1,0
161,Aalberts NV,AALB,AS,AALB.AS,Netherlands,EUR,3521AZ,Misc. Fabricated Products,NL310,2019-Q2,-100.8109472,532.9249258,744.2875753,842.4579563,122.7569858,0.039901888,147.8130244,3.783644303,0.563831046,0.511374476,0.175454482,0.069569333,0,0,0,106.8,99.2,6642999,30.77412732,0,0,0,0,16186.27324,41.8708299,601.5,934.1697092,326728,1.208949261,0.55523372,29.1,0.109772237,0.313853869,-0.001773058,-1.217298132,0.001840981,49540.51456,204432497,0
162,Aalberts NV,AALB,AS,AALB.AS,Netherlands,EUR,3521AZ,Misc. Fabricated Products,NL310,2019-Q3,-8.91924562,514.2649251,734.6641787,824.7955028,145.7005715,0.036381133,141.7103827,3.366459627,0.449220908,0.477781625,0.171812749,0.059730357,0.186902485,-0.035014314,-0.020965383,105.9,93.3,6395460.667,33.54359944,0,0,0,0,16186.27324,41.8708299,601.5,934.1697092,326728,1.297436512,0.547556301,377.8,0.099672738,0.245304496,-0.001773058,-1.217298132,0.001840981,49540.51456,214526770.8,0
163,Aalberts NV,AALB,AS,AALB.AS,Netherlands,EUR,3521AZ,Misc. Fabricated Products,NL310,2019-Q4,-8.91924562,514.2649251,734.6641787,824.7955028,145.7005715,0.036381133,141.7103827,3.366459627,0.449220908,0.477781625,0.171812749,0.059730357,0,0,0,106.1,95.2,6388462.667,35.84076437,0,0,0,0,16186.27324,41.8708299,601.5,934.1697092,326728,1.297436512,0.547556301,377.8,0.099672738,0.245304496,-0.001773058,-1.217298132,0.001840981,49540.51456,228967385.1,0
164,Aalberts NV,AALB,AS,AALB.AS,Netherlands,EUR,3521AZ,Misc. Fabricated Products,NL310,2020-Q1,-70.23905925,470.5488857,696.6400263,755.2605945,77.39792745,0.022298114,112.7228344,4.509630401,0.493561987,0.490137981,0.149250253,0.036349134,-0.468787757,-0.085006846,-0.084305635,106.9,95.3,10474369.33,29.70351664,80,0,0,80,16014.20014,42.06269971,605.7680968,940.7983489,329046,1.136218114,0.491170092,40.4,0.068603838,0.272006837,-0.001773058,-1.217298132,0.001840983,48668.57564,311125603.7,0
165,Aalberts NV,AALB,AS,AALB.AS,Netherlands,EUR,3521AZ,Misc. Fabricated Products,NL310,2020-Q2,-70.23905925,470.5488857,696.6400263,755.2605945,77.39792745,0.022298114,112.7228344,4.509630401,0.493561987,0.490137981,0.149250253,0.036349134,0,0,0,101.3,86.9,10173113.33,25.48343849,310,0,0,310,14694.64258,42.06269971,605.7680968,940.7983489,329046,1.136218114,0.491170092,40.4,0.068603838,0.272006837,-0.001773058,-1.217298132,0.001840983,44658.32309,259245907.8,0
166,ABB Ltd.,ABB,ST,ABB.ST,Switzerland,USD,8050,Misc. Capital Goods,CH040,2019-Q2,-1325,2311,7048,7171,6144,0.001,444.7995,23.21945056,0.800620155,0.716259018,0.062027541,0.00496124,-0.066102055,-0.033540773,-0.035971852,97.8,101,24299969.67,184.0432332,0,0,0,0,5746.346827,42.19043914,784.11419,626.8853715,82450.30769,1.320383793,1.08802211,-256,0.014084507,1.070422535,0.549044107,-1.136523684,0.009510143,69694.66807,4472244985,0
167,ABB Ltd.,ABB,ST,ABB.ST,Switzerland,USD,8050,Misc. Capital Goods,CH040,2019-Q3,-1331,2209,6315,6892,6600,0.012,876.7495,11.05104708,0.732572206,0.703160068,0.127212638,0.038938455,0.07421875,-0.044136737,-0.038906708,97,103,35025892,186.5873922,0,0,0,0,5746.346827,42.19043914,784.11419,626.8853715,82450.30769,1.359398824,1.121759965,414,0.08183401,1.093441672,0.549044107,-1.136523684,0.009510143,69694.66807,6535389848,0
168,ABB Ltd.,ABB,ST,ABB.ST,Switzerland,USD,8050,Misc. Capital Goods,CH040,2019-Q4,-372,2210,6420,7068,6192,0.007,940.282,9.634343739,0.669747154,0.706645268,0.133033673,0.024027798,-0.061818182,0.000452694,0.025536854,96.3,103.7,32282908,211.2610677,0,0,0,0,5746.346827,42.19043914,784.11419,626.8853715,82450.30769,1.305536366,1.099082207,2325,0.088709677,1.055319751,0.549044107,-1.136523684,0.009510143,69694.66807,6820121613,0
169,ABB Ltd.,ABB,ST,ABB.ST,Switzerland,USD,8050,Misc. Capital Goods,CH040,2020-Q1,-1048,1913,5843,6216,4478,0.008,654.1495,19.48025642,1.101382887,0.759474461,0.105236406,0.032497839,-0.276808786,-0.13438914,-0.120543294,96.9,90.1,47840365.67,201.8694712,593,11,420,162,5765.943017,42.36510475,787.3942538,629.5077243,82795.20933,1.182380972,1.004887386,-577,0.06515444,1.178571429,0.549044107,-1.136523684,0.009510143,69641.02227,9657509320,0
170,ABB Ltd.,ABB,ST,ABB.ST,Switzerland,USD,8050,Misc. Capital Goods,CH040,2020-Q2,-884,1997,5583,6154,4478,0.007,852.1495,14.80960794,1.038170451,0.740826813,0.138470832,0.026242185,0,0.043910089,-0.00997426,96.4,83.8,39045153,194.100001,1214,65,860,290,5311.146325,42.36510475,787.3942538,629.5077243,82795.20933,1.192942393,1.003576199,-506,0.085310367,1.179720507,0.549044107,-1.136523684,0.009510143,64147.99078,7578664236,0
171,Abcam Plc,ABCA,L,ABCA.L,United Kingdom,GBP,CB20AX,Biotechnology & Drugs,UKH12,2018-Q1,-11.49305871,54.86799216,54.93292469,78.37356986,72.01018142,0.093502851,25.96197551,1.21296551,0.137895934,0.152121504,0.331259321,0.085015638,0.009544512,0.000729832,0.002318095,104,103.3,,,0,0,0,0,6321.55,40.5723204,1374.75,214,162547.5,3.263265306,2.659183673,63.3,0.30074565,0.325600663,,,0.008457528,38890.47817,0,0
172,Abcam Plc,ABCA,L,ABCA.L,United Kingdom,GBP,CB20AX,Biotechnology & Drugs,UKH12,2018-Q2,-11.49305871,54.86799216,54.93292469,78.37356986,72.01018142,0.093502851,25.96197551,1.21296551,0.137895934,0.152121504,0.331259321,0.085015638,0,0,0,101.3,107.7,,,0,0,0,0,6321.55,40.5723204,1374.75,214,162547.5,3.263265306,2.659183673,63.3,0.30074565,0.325600663,,,0.008457528,38890.47817,0,0
173,Abcam Plc,ABCA,L,ABCA.L,United Kingdom,GBP,CB20AX,Biotechnology & Drugs,UKH12,2018-Q3,-2.986896614,56.88090074,59.28340454,80.97087126,71.230991,0.085710946,23.83024038,1.133487738,0.113256194,0.121291866,0.294306335,0.075415192,-0.010820559,0.03668639,0.033140017,98.7,101.3,,,0,0,0,0,6321.55,40.5723204,1374.75,214,162547.5,4.013736264,3.131868132,36.4,0.270248597,0.246190858,,,0.008457528,38890.47817,0,0
174,Abcam Plc,ABCA,L,ABCA.L,United Kingdom,GBP,CB20AX,Biotechnology & Drugs,UKH12,2018-Q4,-2.986896614,56.88090074,59.28340454,80.97087126,71.230991,0.085710946,23.83024038,1.133487738,0.113256194,0.121291866,0.294306335,0.075415192,0,0,0,96,108.7,,,0,0,0,0,6321.55,40.5723204,1374.75,214,162547.5,4.013736264,3.131868132,36.4,0.270248597,0.246190858,,,0.008457528,38890.47817,0,0
175,Abcam Plc,ABCA,L,ABCA.L,United Kingdom,GBP,CB20AX,Biotechnology & Drugs,UKH12,2019-Q1,-11.68785632,62.07550355,73.04910198,87.78878745,82.1396569,0.050647377,16.81752659,1.182760618,0.079608888,0.138571748,0.191568047,0.04495842,0.153144941,0.091324201,0.084202085,96,118.2,,,0,0,0,0,8904.801472,40.73573871,908,215.2067669,163353,3.792494481,2.997792494,70.2,0.167899408,0.358727811,,,0.005558514,54512.62892,0,0
176,Abcam Plc,ABCA,L,ABCA.L,United Kingdom,GBP,CB20AX,Biotechnology & Drugs,UKH12,2019-Q2,-11.68785632,62.07550355,73.04910198,87.78878745,82.1396569,0.050647377,16.81752659,1.182760618,0.079608888,0.138571748,0.191568047,0.04495842,0,0,0,101.3,109.3,,,0,0,0,0,8904.801472,40.73573871,908,215.2067669,163353,3.792494481,2.997792494,70.2,0.167899408,0.358727811,,,0.005558514,54512.62892,0,0
177,Abcam Plc,ABCA,L,ABCA.L,United Kingdom,GBP,CB20AX,Biotechnology & Drugs,UKH12,2019-Q3,-1.103853097,62.5300313,72.46470917,89.7367635,83.56817267,0.054543329,19.47976053,5.846666667,0.449974346,0.373714653,0.2170767,0.066957414,0.017391304,0.007322176,0.022189349,96,109.3,,,0,0,0,0,8904.801472,40.73573871,908,215.2067669,163353,1.865501009,1.599865501,39.6,0.18813314,0.332127352,,,0.005558514,54512.62892,0,0
178,Abcam Plc,ABCA,L,ABCA.L,United Kingdom,GBP,CB20AX,Biotechnology & Drugs,UKH12,2019-Q4,-1.103853097,62.5300313,72.46470917,89.7367635,83.56817267,0.054543329,19.47976053,5.846666667,0.449974346,0.373714653,0.2170767,0.066957414,0,0,0,101.3,106.1,,,0,0,0,0,8904.801472,40.73573871,908,215.2067669,163353,1.865501009,1.599865501,39.6,0.18813314,0.332127352,,,0.005558514,54512.62892,0,0
179,Abcam Plc,ABCA,L,ABCA.L,United Kingdom,GBP,CB20AX,Biotechnology & Drugs,UKH12,2020-Q1,1.038920562,54.47839695,89.5419659,79.08782775,77.39958183,-0.022077062,-7.077646325,-21.48623853,0.46597692,0.380576781,-0.089490969,-0.027059292,-0.073815074,-0.128764278,-0.118668596,104,125.5,,,1632,0,0,1632,8849.073515,40.89981524,910.4982057,215.7988713,163802,1.746867168,1.491854637,63,-0.144499179,0.417077176,,,0.005558529,54022.98821,0,0
180,Abcam Plc,ABCA,L,ABCA.L,United Kingdom,GBP,CB20AX,Biotechnology & Drugs,UKH12,2020-Q2,1.038920562,54.47839695,89.5419659,79.08782775,77.39958183,-0.022077062,-7.077646325,-21.48623853,0.46597692,0.380576781,-0.089490969,-0.027059292,0,0,0,104,137.6,,,15288,0,0,15288,7355.316104,40.89981524,910.4982057,215.7988713,163802,1.746867168,1.491854637,63,-0.144499179,0.417077176,,,0.005558529,44903.70144,0,0
181,Abeo SAS,ABEO,PA,ABEO.PA,France,EUR,70190,Recreational Products,FRC23,2019-Q3,-6.777453086,29.73277471,69.20043657,71.51826685,18.07320823,0.001173585,6.32562288,12.30890538,1.358693426,0.672688273,0.088447653,0.004095843,0.033116883,-0.008223143,-0.022016191,79.07,126.4,24042400,2.129999955,0,0,0,0,866.2780667,43.73828823,224.75,43.60090909,58600.25,1.398190045,0.98435682,-0.34,0.020676075,0.455776173,-0.429844951,-2.645689141,0.003835308,14782.8391,51210310.92,0
182,Abeo SAS,ABEO,PA,ABEO.PA,France,EUR,70190,Recreational Products,FRC23,2019-Q4,-6.777453086,29.73277471,69.20043657,71.51826685,18.07320823,0.001173585,6.32562288,12.30890538,1.358693426,0.672688273,0.088447653,0.004095843,0,0,0,78.62,127.28,22244000,3.003333251,0,0,0,0,866.2780667,43.73828823,224.75,43.60090909,58600.25,1.398190045,0.98435682,-0.34,0.020676075,0.455776173,-0.429844951,-2.645689141,0.003835308,14782.8391,66806144.84,0
183,Abeo SAS,ABEO,PA,ABEO.PA,France,EUR,70190,Recreational Products,FRC23,2020-Q1,6.847868183,28.99928411,64.05426657,66.79458743,19.8687932,0.001173585,5.891396449,15.3874502,1.590221307,0.699774406,0.088201704,0.003088008,0.099350649,-0.02466943,-0.066048572,78.53,105.63,36424833.33,2.449999968,0,36,113,-148,824.974963,44.0850084,225.3687285,43.72094079,58762,1.355747006,1.031519227,31.36,0.018887815,0.336554511,-0.429844951,-2.645689141,0.00383528,14039.25944,89240840.49,0
184,Abeo SAS,ABEO,PA,ABEO.PA,France,EUR,70190,Recreational Products,FRC23,2020-Q2,6.847868183,28.99928411,64.05426657,66.79458743,19.8687932,0.001173585,5.891396449,15.3874502,1.590221307,0.699774406,0.088201704,0.003088008,0,0,0,74.85,83.73,22604633.33,2.870000044,0,173,641,-814,730.4076951,44.0850084,225.3687285,43.72094079,58762,1.355747006,1.031519227,31.36,0.018887815,0.336554511,-0.429844951,-2.645689141,0.00383528,12429.93253,64875298.65,0
185,Associated British Foods plc,ABF,L,ABF.L,United Kingdom,GBP,W1K4QY,Construction Services,UKI32,2018-Q1,-348.6877135,1162.817682,4414.763061,4819.292755,1311.637209,0.048050076,572.6270405,0.86633102,0.08707545,0.320950391,0.118819725,0.054821062,0.010223506,-0.026682738,0.005033076,109.4,51.75,,,0,0,0,0,21720.3275,37.6413229,268.75,11900.9,61675.25,1.74704142,0.891272189,325,0.081244947,0.181352735,,,0.004357502,352172.5084,0,0
186,Associated British Foods plc,ABF,L,ABF.L,United Kingdom,GBP,W1K4QY,Construction Services,UKI32,2018-Q2,-348.6877135,1162.817682,4414.763061,4819.292755,1311.637209,0.048050076,572.6270405,0.86633102,0.08707545,0.320950391,0.118819725,0.054821062,0,0,0,108.1,55.1,,,0,0,0,0,21720.3275,37.6413229,268.75,11900.9,61675.25,1.74704142,0.891272189,325,0.081244947,0.181352735,,,0.004357502,352172.5084,0,0
187,Associated British Foods plc,ABF,L,ABF.L,United Kingdom,GBP,W1K4QY,Construction Services,UKI32,2018-Q3,-312.3254938,1200.623352,4847.213745,5293.300261,1322.67574,0.049348727,617.8200849,0.817673519,0.084464228,0.327271399,0.11671737,0.057105635,0.008415842,0.032512122,0.098356238,107.7,57.05,,,0,0,0,0,21720.3275,37.6413229,268.75,11900.9,61675.25,1.627155172,0.953817734,1430,0.082924436,0.182777233,,,0.004357502,352172.5084,0,0
188,Associated British Foods plc,ABF,L,ABF.L,United Kingdom,GBP,W1K4QY,Construction Services,UKI32,2018-Q4,-312.3254938,1200.623352,4847.213745,5293.300261,1322.67574,0.049348727,617.8200849,0.817673519,0.084464228,0.327271399,0.11671737,0.057105635,0,0,0,108.8,56.5,,,0,0,0,0,21720.3275,37.6413229,268.75,11900.9,61675.25,1.627155172,0.953817734,1430,0.082924436,0.182777233,,,0.004357502,352172.5084,0,0
189,Associated British Foods plc,ABF,L,ABF.L,United Kingdom,GBP,W1K4QY,Construction Services,UKI32,2019-Q1,-282.4565277,1162.817682,4548.524083,4890.718543,1388.906926,0.03766087,510.2918068,1.003970072,0.08680823,0.314296492,0.104338821,0.042798988,0.050073638,-0.031488368,-0.076054956,109.6,53.85,,,0,0,0,0,30596.16776,37.70249509,908,12137.40859,63284.25,1.725084746,0.951525424,442,0.068374934,0.190520446,,,0.014347962,483472.0765,0,0
190,Associated British Foods plc,ABF,L,ABF.L,United Kingdom,GBP,W1K4QY,Construction Services,UKI32,2019-Q2,-282.4565277,1162.817682,4548.524083,4890.718543,1388.906926,0.03766087,510.2918068,1.003970072,0.08680823,0.314296492,0.104338821,0.042798988,0,0,0,108.8,55.9,,,0,0,0,0,30596.16776,37.70249509,908,12137.40859,63284.25,1.725084746,0.951525424,442,0.068374934,0.190520446,,,0.014347962,483472.0765,0,0
191,Associated British Foods plc,ABF,L,ABF.L,United Kingdom,GBP,W1K4QY,Construction Services,UKI32,2019-Q3,-284.4045037,1240.232848,4955.001753,5384.20581,1641.494487,0.046751425,600.9376258,0.635345983,0.062209056,0.313081395,0.111611192,0.051735083,0.181860682,0.066575498,0.100902815,108.8,58.3,,,0,0,0,0,30596.16776,37.70249509,908,12137.40859,63284.25,1.82398957,1.046284224,1509,0.079353594,0.176073324,,,0.014347962,483472.0765,0,0
192,Associated British Foods plc,ABF,L,ABF.L,United Kingdom,GBP,W1K4QY,Construction Services,UKI32,2019-Q4,-284.4045037,1240.232848,4955.001753,5384.20581,1641.494487,0.046751425,600.9376258,0.635345983,0.062209056,0.313081395,0.111611192,0.051735083,0,0,0,108.8,56.55,,,0,0,0,0,30596.16776,37.70249509,908,12137.40859,63284.25,1.82398957,1.046284224,1509,0.079353594,0.176073324,,,0.014347962,483472.0765,0,0
193,Associated British Foods plc,ABF,L,ABF.L,United Kingdom,GBP,W1K4QY,Construction Services,UKI32,2020-Q1,-292.8457333,858.5587575,4741.373713,4964.741633,1397.997481,0.01818111,410.2892095,6.488676468,0.454343972,0.437581801,0.082640596,0.024046986,-0.148338607,-0.307743898,-0.077906416,109.6,52.85,,,7121,0,0,7121,30404.69107,37.76376669,910.4982057,12170.80258,63458,1.759703599,1.045165843,593,0.038974627,0.180355742,,,0.014348044,479130.9381,0,0
194,Associated British Foods plc,ABF,L,ABF.L,United Kingdom,GBP,W1K4QY,Construction Services,UKI32,2020-Q2,-292.8457333,858.5587575,4741.373713,4964.741633,1397.997481,0.01818111,410.2892095,6.488676468,0.454343972,0.437581801,0.082640596,0.024046986,0,0,0,110.5,35.55,,,27670,0,0,27670,25272.26307,37.76376669,910.4982057,12170.80258,63458,1.759703599,1.045165843,593,0.038974627,0.180355742,,,0.014348044,398251.8054,0,0
195,Hasen Immobilien AG,ABHA,MU,ABHA.MU,Germany,EUR,86150,Misc. Financial Services,DE271,2018-Q1,-1.971622716,1.537396284,-0.035207548,2.071377437,-12.22875518,0.008215095,2.106584985,22.62395543,0.758285874,0.507676043,1.016997167,0.014844552,-0.294425143,0.048057356,0.048377735,72.81,103.06,95.66666667,174.9530233,0,0,0,0,5313.878751,42.23124387,774.25,2000,73212.75,0.382701422,0.382701422,-0.31,0.532577904,0.362606232,-0.28992422,-0.483265555,0.010575344,72581.32977,16737.17256,1
196,Hasen Immobilien AG,ABHA,MU,ABHA.MU,Germany,EUR,86150,Misc. Financial Services,DE271,2018-Q2,-1.971622716,1.537396284,-0.035207548,2.071377437,-12.22875518,0.008215095,2.106584985,22.62395543,0.758285874,0.507676043,1.016997167,0.014844552,0,0,0,74.59,116.2,212.3333333,197.5593008,0,0,0,0,5313.878751,42.23124387,774.25,2000,73212.75,0.382701422,0.382701422,-0.31,0.532577904,0.362606232,-0.28992422,-0.483265555,0.010575344,72581.32977,41948.42486,1
197,Hasen Immobilien AG,ABHA,MU,ABHA.MU,Germany,EUR,86150,Misc. Financial Services,DE271,2018-Q3,-1.1618491,2.177000082,-2.306094427,2.669905761,0.622000023,0.042249058,5.375605863,7.335443729,0.587463939,0.462377215,2.013406593,0.067838098,-1.050863724,0.416030535,0.288951841,75.41,122.66,117,206.7501221,0,0,0,0,5313.878751,42.23124387,774.25,2000,73212.75,1.04675783,1.04675783,1.75,1.876923077,0.184615385,-0.28992422,-0.483265555,0.010575344,72581.32977,24189.76429,0
198,Hasen Immobilien AG,ABHA,MU,ABHA.MU,Germany,EUR,86150,Misc. Financial Services,DE271,2018-Q4,-1.1618491,2.177000082,-2.306094427,2.669905761,0.622000023,0.042249058,5.375605863,7.335443729,0.587463939,0.462377215,2.013406593,0.067838098,0,0,0,75.49,122.72,23.66666667,204.7592773,0,0,0,0,5313.878751,42.23124387,774.25,2000,73212.75,1.04675783,1.04675783,1.75,1.876923077,0.184615385,-0.28992422,-0.483265555,0.010575344,72581.32977,4845.969563,0
199,Hasen Immobilien AG,ABHA,MU,ABHA.MU,Germany,EUR,86150,Misc. Financial Services,DE271,2019-Q1,-0.745226443,2.11245291,1.097301928,2.710981234,-1.719301952,0.00938868,1.619547231,26.45289855,0.629125377,0.471707561,0.597402597,0.014304179,-3.764150946,-0.029649596,0.015384615,76.49,109.6,86,219.2438507,0,0,0,0,2997.956977,42.19663883,757.4972676,2019.075462,73783.75,0.866575592,0.866575592,1.1,0.428571429,0.183982684,-0.28992422,-0.483265555,0.010266451,40631.66994,18854.97116,0
200,Hasen Immobilien AG,ABHA,MU,ABHA.MU,Germany,EUR,86150,Misc. Financial Services,DE271,2019-Q2,-0.745226443,2.11245291,1.097301928,2.710981234,-1.719301952,0.00938868,1.619547231,26.45289855,0.629125377,0.471707561,0.597402597,0.014304179,0,0,0,78.2,126.4,41,233.7284292,0,0,0,0,2997.956977,42.19663883,757.4972676,2019.075462,73783.75,0.866575592,0.866575592,1.1,0.428571429,0.183982684,-0.28992422,-0.483265555,0.010266451,40631.66994,9582.865597,0
201,Hasen Immobilien AG,ABHA,MU,ABHA.MU,Germany,EUR,86150,Misc. Financial Services,DE271,2019-Q3,-0.416622657,2.429320846,-3.902169959,2.980905773,-5.96767947,0.045769813,6.888943656,5.982964225,0.567275077,0.453184348,2.311023622,0.070505573,2.47098976,0.15,0.0995671,79.07,126.4,84,252.1954651,0,0,0,0,2997.956977,42.19663883,757.4972676,2019.075462,73783.75,0.600706714,0.600706714,1.47,2.151574803,0.248031496,-0.28992422,-0.483265555,0.010266451,40631.66994,21184.41907,0
202,Hasen Immobilien AG,ABHA,MU,ABHA.MU,Germany,EUR,86150,Misc. Financial Services,DE271,2019-Q4,-0.416622657,2.429320846,-3.902169959,2.980905773,-5.96767947,0.045769813,6.888943656,5.982964225,0.567275077,0.453184348,2.311023622,0.070505573,0,0,0,78.62,127.28,68.66666667,257.5321706,0,0,0,0,2997.956977,42.19663883,757.4972676,2019.075462,73783.75,0.600706714,0.600706714,1.47,2.151574803,0.248031496,-0.28992422,-0.483265555,0.010266451,40631.66994,17683.87572,0
203,Hasen Immobilien AG,ABHA,MU,ABHA.MU,Germany,EUR,86150,Misc. Financial Services,DE271,2020-Q1,-1.220528348,2.177000082,1.7545095,3.074792569,-4.142754873,0.005867925,1.326150993,28.92035398,0.52350821,0.438087951,0.43129771,0.0082499,-0.305801377,-0.103864734,0.031496063,78.53,105.63,65.33333333,239.6111145,26,0,0,26,2952.382849,42.16206215,758.5554015,2021.895871,73887,0.588817705,0.588817705,-0.06,0.307251908,0.437022901,-0.28992422,-0.483265555,0.010266426,39958.0826,15654.59281,0
204,Hasen Immobilien AG,ABHA,MU,ABHA.MU,Germany,EUR,86150,Misc. Financial Services,DE271,2020-Q2,-1.220528348,2.177000082,1.7545095,3.074792569,-4.142754873,0.005867925,1.326150993,28.92035398,0.52350821,0.438087951,0.43129771,0.0082499,0,0,0,74.85,83.73,77.33333333,227,323,17,0,305,2689.13134,42.16206215,758.5554015,2021.895871,73887,0.588817705,0.588817705,-0.06,0.307251908,0.437022901,-0.28992422,-0.483265555,0.010266426,36395.18914,17554.66667,0
205,Albioma SA,ABIO,PA,ABIO.PA,France,EUR,92914,0,FR106,2019-Q1,-33.53518994,93.04768276,113.1570609,141.4404582,5.586264362,0.012909434,49.39032262,10.62896519,2.308688808,0.76406875,0.349195154,0.047018141,-1.718866902,0.023395349,0.009060723,89.14689557,99.55785,4333800,7.559998194,0,0,0,0,866.2780667,35.59900737,224.75,7047.057266,413723,1.03796913,0.809436446,29.37,0.141096913,0.616827083,-0.419026973,-0.183801089,0.000543238,2093.860063,32763520.17,0
206,Albioma SA,ABIO,PA,ABIO.PA,France,EUR,92914,0,FR106,2019-Q2,-33.53518994,93.04768276,113.1570609,141.4404582,5.586264362,0.012909434,49.39032262,10.62896519,2.308688808,0.76406875,0.349195154,0.047018141,0,0,0,90.38669456,104.895354,18084300,6.089999994,0,0,0,0,866.2780667,35.59900737,224.75,7047.057266,413723,1.03796913,0.809436446,29.37,0.141096913,0.616827083,-0.419026973,-0.183801089,0.000543238,2093.860063,110133386.9,0
207,Albioma SA,ABIO,PA,ABIO.PA,France,EUR,92914,0,FR106,2019-Q3,-8.033188982,111.0328721,120.1809668,155.2828927,1.455245338,0.017603774,58.74379467,9.727899311,2.290626838,0.758320969,0.37830178,0.060896154,-0.739495798,0.193290029,0.097867574,90.10898734,101.6113122,1864600,5.939999899,0,0,0,0,866.2780667,35.59900737,224.75,7047.057266,413723,1.007690638,0.837070115,172.81,0.165703057,0.400748214,-0.419026973,-0.183801089,0.000543238,2093.860063,11075723.81,0
208,Albioma SA,ABIO,PA,ABIO.PA,France,EUR,92914,0,FR106,2019-Q4,-8.033188982,111.0328721,120.1809668,155.2828927,1.455245338,0.017603774,58.74379467,9.727899311,2.290626838,0.758320969,0.37830178,0.060896154,0,0,0,90.12898356,109.7403167,956500,5.419999917,0,0,0,0,866.2780667,35.59900737,224.75,7047.057266,413723,1.007690638,0.837070115,172.81,0.165703057,0.400748214,-0.419026973,-0.183801089,0.000543238,2093.860063,5184229.921,0
209,Albioma SA,ABIO,PA,ABIO.PA,France,EUR,92914,0,FR106,2020-Q1,-29.79145395,102.5595888,111.825042,147.1206093,-9.975472075,0.016430189,58.00443615,9.635811836,2.328224683,0.763614512,0.394264518,0.059519445,-7.85483871,-0.076313286,-0.052563958,89.33733333,96.6943,737433.3333,3.923333248,0,98,242,-340,824.974963,35.68416085,225.3687285,7066.457555,414862,0.94617187,0.75913495,51.28,0.173261008,0.464821315,-0.419026973,-0.183801089,0.000543238,1988.552731,2893196.715,0
210,Albioma SA,ABIO,PA,ABIO.PA,France,EUR,92914,0,FR106,2020-Q2,-29.79145395,102.5595888,111.825042,147.1206093,-9.975472075,0.016430189,58.00443615,9.635811836,2.328224683,0.763614512,0.394264518,0.059519445,0,0,0,88.27738994,81.5553,33481433.33,7.626666784,0,620,2298,-2918,730.4076951,35.68416085,225.3687285,7066.457555,414862,0.94617187,0.75913495,51.28,0.173261008,0.464821315,-0.419026973,-0.183801089,0.000543238,1760.603996,255351735.5,0
211,Abionyx Pharma SA,ABNX,PA,ABNX.PA,France,EUR,31130,Biotechnology & Drugs,FRJ23,2019-Q1,-0.528113227,0.542196247,0.850849089,0.939454752,4.870377542,0.292222653,-0.82737739,-0.886524823,0.163185379,0.343053173,-0.880699563,0.378590078,-0.069548102,-0.099463717,-0.095551834,100.9,107.3,7553322,0.463666658,0,0,0,0,5713.342904,39.16409881,2463.991304,220.5951069,347111.75,3.813559322,3.813559322,-2.96,-3.99346571,1.258625197,1.161107549,0.267867625,0.007098553,16459.66437,3502223.569,1
212,Abionyx Pharma SA,ABNX,PA,ABNX.PA,France,EUR,31130,Biotechnology & Drugs,FRJ23,2019-Q2,-0.528113227,0.542196247,0.850849089,0.939454752,4.870377542,0.292222653,-0.82737739,-0.886524823,0.163185379,0.343053173,-0.880699563,0.378590078,0,0,0,101.6,116.4,13316878,0.355666667,0,0,0,0,5713.342904,39.16409881,2463.991304,220.5951069,347111.75,3.813559322,3.813559322,-2.96,-3.817465224,1.279040055,1.161107549,0.267867625,0.007098553,16459.66437,4736369.613,1
